"uniqueIndex","idea"
"lzmjbx7ekb18c-HMRHHD-120","A drone for young children that can only be programmed through the input of vectors. A path for the drone has to be provided using vectors in a fun and intuitive app, teaching mathematical concepts."
"lzmjbx7ekb18c-HMRHHD-120","Smart trainers with an app to keep track of minutes walked, running speed ect. Provides gamification of physical exercise to encourage children to be active."
"lzmnhsfd7a491-AINLUT-121","Viking tours in Ireland use special vehicles that can be used on the road and then transform as it enters the water - would be a great toy for irish children as they can then go on it for real and open their imagination. Can then have a spin off of toys relating to the tour such as uniforms and gadgets"
"lzmnhsfd7a491-AINLUT-121","Use the idea of a transformer robot but instead have a boat turn into a car and then back again with sound effects."
"lzmnhsfd7a491-AINLUT-121","A car with detachable wheels that is shaped as a boat so can be brought into the bath and then into the garden and can be rolled on the ground."
"lzmnjgc5sw2c1-AIRLUT-123","""""Code Cruiser"""" - Imagine a toy car that children can program using a tablet/smartphone app filled with vibrant, colourful commands. Kids can drag and drop these commands to make the car complete exciting missions. With each new challenge, they learn basic to advanced coding skills. - The toy car can be accompanied by a physical play mat or board that represents different themes like jungles or outer space. As the car moves on the board, children can use the app to program it. The themes can be reflected both on the play mat and within the app, where the children's commands bring the physical car to life, navigating through miniature physical setups with digital enhancements, like augmented reality elements showing animals or spaceships on a a tablet screen when the car moves."
"lzmnjgc5sw2c1-AIRLUT-123","""""Tale Traveler"""" - This toy car features a small screen and speakers, turning each play session into an interactive storytelling adventure. As the car is moved to different locations on a special play mat, the story progresses, and children must solve puzzles or make important decisions that will affect the progression of their journey. Themes range from fairy tales to superhero adventures. - The storytelling/play mats can have embedded interactive points that the physical toy car can read using RFID or similar technology. Each point invokes a part of the story, played visually and audibly from the car screen/speaker or an associated device, making the storytelling experience dynamic and immersive as the car moves through different story zones on the map."
"lzmnjgc5sw2c1-AIRLUT-123","""""Brain Boost Racers"""" - This toy will include a customisable physical racetrack and smart cars. Each car is connected to a digital device. - Children will set up their physical racetrack with various educational checkpoints that correspond to challenges displayed on the connected device (smartphone, tablet). The kids must solve the challenges quickly to keep their car moving or to get speed boosts. - While the physical cars actually race on the track, the children interact with the digital challenges on each of their devices."
"lzmnl0otcbnzw-AINHUT-122","floaty car boat: design a small dual purpose vehicle that can roll on land and float on water.with retractable wheels and propellers."
"lzmnl0otcbnzw-AINHUT-122","Float and roll adventure kit: a toy combining a mini hovercraft and modular water maze, the toy provides mobility and floatability simultaneously enhancing cognitive skills."
"lzmnl0otcbnzw-AINHUT-122","Floating robot duck: toy shaped like a cute duck that can paddle itself both in water and on land using small battery powered motors."
"lzmnlfiw4igr1-AIRHUT-124","A smart, motorised toy train designed with a token-slot system. The train features a sophisticated onboard mechanism that counts tokens inserted by the child. Each token added extends the travel distance, using sensors to accurately measure and control movement."
"lzmnlfiw4igr1-AIRHUT-124","A robotic turtle that features wheels for movement and programmable buttons on its shell. A child could input numbers that determine how far the toy travels."
"lzmnlfiw4igr1-AIRHUT-124","A peloton type device that engages a child in math-based challenges, solving arithmetic problems, navigating number mazes or collecting numbered tokens to score points."
"lzmnlvxjhs4ah-AINLHD-125","I would create a toy that has wheels so can transition from land to sea and vice versa ,it would have a remote control to make the movement more convenient the child can be playing with it out side and if it falls into water accidentally could drive it out"
"lzmnlvxjhs4ah-AINLHD-125","A carmarine :a car that has a boat-like structure on top of it and when submerged in water floats and hold the car"
"lzmnlvxjhs4ah-AINLHD-125","A toy that can be transformed into any form of vehicle (car and boat)so when the vehicle is on land it drives and floats in water"
"lzmnm09fiwiib-AINHHD-126","An amphibious remote-controlled car which can travel on land and water. It would have rugged, all-terrain wheels and a buoyant sealed body. It would come with a simple, intuitive remote control."
"lzmnm09fiwiib-AINHHD-126","An """"AquaRover Aventure Pro"""" is a vehicle that traverses on land and water. It includes detachable, modular add-ons such as a water cannon, a grappling hook, and a mini drone. It would be integrated with a smartphone app with AR capabilities and it could carry customisable action figures."
"lzmnm09fiwiib-AINHHD-126","The """"AquaRover Adventure Pro"""" version 2 would traverse on land and water and integrate features such as a solar charging panel, smart sensors such as light sensors for night-time play, voice commands, AR integration, and a DIY customisation kit."
"lzmnm84ik1yjg-AIRLHD-127","My son really loves cars and is currently taking interest in computers. My idea will be to combine the car and computer like transformers. The car has a foldable roof--> this will be the computer screen, the bottom of the car will have the keyboard. it should be easier to navigate- in terms of surfing the internet The car can also be transformed back by closing the roof of the car. the car can also be remote controlled."
"lzmnm84ik1yjg-AIRLHD-127","2nd Idea: The car can be constructed- like lego, the computer can come as a tablet, after when built can be inserted into the car constructed. This will help the child do develop hand coordination skills. The computer/tablet can be detached for saving keeping."
"lzmnm84ik1yjg-AIRLHD-127","3rd idea- Remote control vehicle This is a normal size care for ages 5-11 Within the car, the computer can be the dashboard. The child can drive the car around and also work on the computer."
"lzmnm9tyk4f4g-AIRHHD-128","Please design an indoor toy made to have a child move by himself and do math skills at the same time"
"lzmnm9tyk4f4g-AIRHHD-128","Please design a toy made of bamboo sticks to stack together. Needs to make the child move around to assemble these."
"lzmnm9tyk4f4g-AIRHHD-128","Please design an outside toy that creates soap bubbles that makes the bubbles bigger the more steps the child takes."
"lzmnmien2rbw9-HMNLUT-129","A car boat that can change colors with cold and hot sensitivity the car can also float and the wheels will go back inside the body of the vehicle when it turns back into a boat and it can float. The child can place play items such as little people or small barbies in this car/boat hybrid."
"lzmnmien2rbw9-HMNLUT-129","A play ferry boat that actually can float in the water and a child could play with in the bathtub or pool. The ferry boat is a larger toy that can hold small cars such as hot wheel cars. The hot wheel cars can get on the ferry boat since it is a car ferry and imaginative play can occur where the child uses the ferry boat to cross oceans or bodies of pretend water."
"lzmnmien2rbw9-HMNLUT-129","A remote control car that can be used on the beach or the side of the pool that has a waterproof function where if the car is controlled into the water it transforms into a boat that can also be controlled in the water. The child would have a remote control that is battery powered and could use it to control the car in both the water and on land. The car could be controlled in the sand on the beach and then if it accidentally gets in the waves of the ocean it is okay because it is waterproof."
"lzmnnbhxuyhoh-HMNHUT-130","A boat and car hybrid with removable parts. The main body of the toy will be half of a rounded cylinder: flat side up would make it a boat, flat side down would make it a car. Additional parts can include a set of wheels, car hood, boat sails and mast which can be assembled."
"lzmnnbhxuyhoh-HMNHUT-130","A puzzle cube. Its default state would be the cube but it requires a few puzzles to achieve certain looks and functions. These would include a mini car, a floatable buoy and a map."
"lzmnnbhxuyhoh-HMNHUT-130","A dragon that can switch between land and water by assembling parts accordingly. To get a land dragon, it needs a fire-shaped part and legs. The water dragon needs a water wave-shaped part and a longer body."
"lzmno348mytar-HMRLUT-131","Combining a car with a computer can give someone a Tesla for example. However, for kids, this idea, the RoboCar, can also give them the chance to use their brains in order to navigate outside in the backyard while inside of this small vehicle by using the computer-like navigation."
"lzmno348mytar-HMRLUT-131","Another activity or toy for kids can be the KartGo which would combine a computer system inside a go kart vehicle. This would allow kids to race each other while still having fun."
"lzmno348mytar-HMRLUT-131","Another idea can be using a car as part of a video-like game. However, this video game will be much more stimulating, like using puzzles or races to win. Therefore, implementing this into a vehicle would work!"
"lzmnoasnev58n-HMRHUT-132","An electronic toy device that requires children to find objects around their home and take pictures. Example, the device says find an object that is round. The child must then move and look around the house for a an object that is round. They then take a photo of it on the toy device and upload it. The device then tells them if they are correct or not. More correct answers more fun things you unlock on the device."
"lzmnoasnev58n-HMRHUT-132","Ring toss but new and modern, perhaps in the style of the most popular kids tv/ movie. Throw the ring and the hardest toy it lands on the more points. Eg could be marvel themed. Various ring toss toys as the marvel characters. Captain America is 20 points if you get a ring over him. Hulk is 10 points etc."
"lzmnoasnev58n-HMRHUT-132","Kids dart board. But different to a normal style dart board. The numbers also have actions. Eg, score 3 and you also have to do 3 star jumps. Each number has a fun/ silly action you have to complete when you through the dart in that area. Good for all the family."
"lzmnoazfr1dfp-HMRHUT-132","A potions table with recipe book containing measurements and instructions for gathering household objects and items easily found in a garden e.g. 50 grams of soil/ 30ml of water. Allows messy play with calculating measurements and mobility to gather all the ingredients."
"lzmnoazfr1dfp-HMRHUT-132","A stacking game that encourages quick thinking and searching of the correct piece to stack next. It involves 'order cards' so pick up a card and it has a specific food order such as customised burger/taco/hot dog which has different ingredients in different orders. It encourages healthy competition, searching for the correct item using mobility as the items are big so can be spread out across a floor, and encourages planning ahead to identify which object goes in what order."
"lzmnoazfr1dfp-HMRHUT-132","A big floor mat that has inter-changeable paths that a small vehicle can follow. It is jigsaw style with different possibilities for the right route. The jigsaw pieces have ridges following the track piece where the vehicle can move along. If a piece is put down that does not allow the vehicle to move forward it will stop allowing children to problem solve their routes and plan ahead, encouraging imagination development."
"lzmnowctofhzr-HMNLHD-133","Car-shaped boat that holds 2 children and is remotely powered by an adult. Kids can play in the pond feel stylish while doing so."
"lzmnowctofhzr-HMNLHD-133","car that turns into a boat and floats on water. This toy will not have a motor. It's ideal for use in a pool. holds 2-3 children"
"lzmnowctofhzr-HMNLHD-133","paddle boat that's shaped like a car, there is a steering wheel to turn the boat and 2 paddles to manuever the toy over the water."
"lzmnp07jy5ncm-HMNHHD-134","Behold, the """"Ducky-ducky""""!. The next big thing since the rubber ducky kids can have anywhere and in the water! It's a large rubber ducky with feet for pedals. Get your kids moving in the water as they float and enjoy the cute ducky."
"lzmnp07jy5ncm-HMNHHD-134","Next, we have the """"Unsinkable Castle""""! Have your kids been disappointed by the waves destroying their beautiful sand castles? Say no more! Their castles will never sink with the addition of a moat with the illusion of a floating castle, and the kids can build on top of it. Not only that, they can bring it home with them to show off to their friends!"
"lzmnp07jy5ncm-HMNHHD-134","Finally, the """"Kidski""""! You can match with your kid and get a mini Kidski! All fun, no danger. Looks just like a JetSki but more fun. Get your kids moving with this adorable and cool toy."
"lzmnzug7ip9or-HMRLHD-135","A car with a computer that allows you to design a path around the house similar to a robot vacuum so the child can make the car go anywhere it wants but change the path as they get bored. The car should have wheels like those trolleys that can go up stairs so the child can get their car to go upstairs/over obstacles like door frames."
"lzmnzug7ip9or-HMRLHD-135","A computer game with a virtual reality headset that allows the child to drive a car in a realistic environment. They can pick the scenery aka driving around the Nurburgring or down the Great Ocean Road in Australia."
"lzmnzug7ip9or-HMRLHD-135","A computer operated car that is voice-controlled so the child can verbally give instructions to the car (i.e. do a burnout, speed up, crash, do a flip etc) and their imagination becomes the limit of gameplay."
"lzmo63stxxb6x-HMRHHD-136","'The Math Jumper' - a fun and interactive toy which kids can use to maximise their basic mental arithmatic skills. One side is a hoop, with a weighted electric ball on the other, attached with a long thin piece of rubber. You place your foot in the hoop and spin it around, having to jump over it with the other foot. The game then asks you a series of mathematical questions, with the ball getting heavier for each one that is answered incorrectly. You can either play alone with a device-app asking the questions, or with friends marking eachother to add a further fun interactive element. The most amount of points at the end (correct answers + jumps achieved) wins, or you can compete with your own maximum."
"lzmo63stxxb6x-HMRHHD-136","'Jumping Maths' - A massive floor mat with huge buttons to stand on, labelled 0-9 and the base mathematical symbols (+ - / x). The screen at the top of the mat produces mathematical problems (which can be adjusted for base addition through to more complex equations), and the player then has to jump between the buttons to answer/calculate the correct answer."
"lzmo63stxxb6x-HMRHHD-136","'Numbers Jenga' - Taking the game of Jenga, and turning it up to 100. This massive game of Jenga (a full tower coming in at 5ft tall), combines the fun balancing act of Jenga (and the bricks are recommended to be kept on the other side of the room) with Maths, by ensuring you have to stack them in the correct order for two of the bricks having to equal the third bricks number. Not only is there a physical element of balance, spatial awareness and running back and forth, but it challenges their addition skills by ensuring they remember the numbers whilst searching for the correct brick. There is a fun itneraction element for the children together, for them to shout their suggestions over when selecting a brick."
"lzmprsatedtr3-AINLUT-137","A vehicle that functions on both land and water. It would have retractable wheels which would allow it to function on both surfaces. The cognitive ability would come from problem solving as children navigate different terrains and understanding the cause and effect."
"lzmprsatedtr3-AINLUT-137","A modular building platform. One the children could assemble and disassemble various parts creating car and boat or a combination of both. The use of different shapes, colours and piece sizes will advance spatial awareness. Creating puzzles and challenges such as assembling pieces in a certain sequence could develop problem solving skills."
"lzmprsatedtr3-AINLUT-137","An augmented reality toy that combines a car and a boat in a storytelling adventure. It would come with a companion app for mobiles and tablets that would use AR to guide children through interactive adventures. It could project animated scenarios for the toy whether it be a boar or car and create the surrounding environment. Children can solve puzzles and undertake missions within these scenarios building up their cognitive skills. This approach will stimulate imagination, enhance problem solving and ability to learn"
"lzmpwwac532dr-AINHUT-138","My idea is to design a duck toy suitable for babies at the earliest age. The toy will have detachable wheels for easy mobility and light body for floatability."
"lzmpwwac532dr-AINHUT-138","Another idea is to design a crocodile toy with detachable legs/wheels for mobility. The toy will have waterlight body and water-friendly materials to enhance floatability. This will encourage the development of the baby's motor skills and water play."
"lzmpwwac532dr-AINHUT-138","Designing a turtle toy with a detachable shell that doubles ass wheels for land mobility and a buoyant, waterlight body for floatability, promoting good motor skills and water fun."
"lznu3i1vb5fzz-AIRHUT-140","A 'hot potato' type toy that asks kids questions. Kids will need to pass to the hot potato to each other once they've answered the relevant question."
"lznu3i1vb5fzz-AIRHUT-140","Shoot the beanbag - kids will be provided questions, if they answer the questions correctly, they will get a chance to shoot the beanbag. If they shoot it, they will get a treat."
"lznu3i1vb5fzz-AIRHUT-140","Kids will each have a headband with an answer on them. They will also be provided with a question. They need to go around the room looking for their partner aka answer to their question and vice versa."
"attention-check-1","Please select Not at all for all dimensions"
"attention-check-2","Please select Not at all for all dimensions"
"attention-check-3","Please select Not at all for all dimensions"
"attention-check-4","Please select Not at all for all dimensions"
"attention-check-5","Please select Not at all for all dimensions"
"attention-check-6","Please select Not at all for all dimensions"
"attention-check-7","Please select the fourth option for all dimensions"
"attention-check-8","Please select the fourth option for all dimensions"
"attention-check-9","Please select the fourth option for all dimensions""
"attention-check-10","Please select the fourth option for all dimensions"
"attention-check-11","Please select the fourth option for all dimensions"
"attention-check-12","Please select the fourth option for all dimensions"
"attention-check-13","Please select the fourth option for all dimensions"
"attention-check-14","Please select Very for all dimensions"
"attention-check-15","Please select Very for all dimensions"
"attention-check-17","Please select Very for all dimensions"
"attention-check-18","Please select Very for all dimensions"
"attention-check-19","Please select Very for all dimensions"
"attention-check-20","Please select Very for all dimensions"
