uniqueIdeaIndex,idea
m2kxcckozq0y7-HMNL-233-1,You could combine a car and a boat and make a remote control boat and car toy that can both float around in the pool and drive around the yard
m2kxcckozq0y7-HMNL-233-2,"You could make a building block style toy where the child could put a toy together and the toy could be a combo car and boat, such as like the German Volkswagen Schwimmwagen, which existed in real life, and it was a car that could drive through water also."
m2kxcckozq0y7-HMNL-233-3,"You could have a drawing set that is designed to allow the child to color inside the lines and the coloring book could have a picture of a car and a boat that is combined together, like the Volkswagen Schwimmwagen"
m2kxdj07thwcm-HMNH-234-1,"A GPS enabled wrist wear for kid that helps with kids that followed there parent for walk or something related, they can use the device to track the kid and the kid can also use it to find their way about."
m2kxdj07thwcm-HMNH-234-2,"A floating and waterproof animal-like structure, built in their favorite animal, this will make swimming fun and exciting, will also learn more about the animal."
m2kxdj07thwcm-HMNH-234-3,"floating bike built for kids, automatic controlled so that it can be easily operated by kids, they can have a feel of what the adults enjoys."
m2kxdsoduvzh9-HMRL-235-1,A computer program that can allow children to drag and drop component to make a car this will help improve their programming skills
m2kxdsoduvzh9-HMRL-235-2,"A program that quizzes kids about cars, this will play a very big role in the children brain improvement as they will know more about cars"
m2kxdsoduvzh9-HMRL-235-3,"A smart car that can operate autonomously, this will make the kids wonnder how it works and probably they will want to take engineering as a career path"
m2kxkihecd3pp-HMRH-236-1,"An educational laptop toy which kids can use to learn, it has built in AI technology so kids can use it to learn, its programmed with educational board syllabuses, so you can program it to your specific exam board and it can help you with content. It can also help you test your knowledge."
m2kxkihecd3pp-HMRH-236-2,"a tablet which has AI technology and comes with a pen, parents can use it to create fun educational activities for their children, so things like create a picture of a cartoon character in black and white, so my child can paint it, or create a jicksaw puzzle or something, or you can play hangman on it or games you can ask it to create."
m2kxkihecd3pp-HMRH-236-3,"a tablet which has AI technology and you can use it for bed time stories, so you give an idea to the AI and the AI creates a story which reads it out at night to your child or you can read it, it also has pictures."
m2kxorw23sqom-AINH-238-1,My first idea is considered an inflatable obstacle course that floats. This encourages kids to attempt all the obstacles on the course without falling off and into the water.
m2kxorw23sqom-AINH-238-2,"My second idea is considered a scooter that is also amphibious. The scooter would have pedals and wheels that were functional on land and when driven into a body of water, the wheels would rotate on the x-plane to become stabilizing floatation devices, keeping the pedaling motion to move the scooter forward in the water."
m2kxorw23sqom-AINH-238-3,"My third idea is considered a bounce and float dome, where the child plays inside the ball that can roll on land or float in water, with stabilizing weights built into the bottom to keep the child upright while floating in the water."
m2kxt03z1fh2x-AIRL-239-1,I would make a simple small computer on top of an RC car. You could put simple inputs on it and you would able to see it on screen. This would let the child move it with those inputs
m2kxt03z1fh2x-AIRL-239-2,Another idea I had was we could make a transformer out of the PC and the car it would be a super robot
m2kxt03z1fh2x-AIRL-239-3,My next idea is I would have a computer act like the controller of the RC car and maybe be able to see those the car
m2kxtg5mrcszm-AIRH-240-1,make a toy car with a box shape and add two small tires in front and two big tires at the back for mobility
m2kxtg5mrcszm-AIRH-240-2,create a remote to control the car and apply computation to allow controls work on the toy car at any time
m2kxtg5mrcszm-AIRH-240-3,"the car must be of two colors, the interior must be white and the exterior must be made black so"
m2kxwokake7k9-HMNL-241-1,Please design an amphibious toy with no motor than can transverse between land and see. It would be cool if it was ridable by children as well
m2kxwokake7k9-HMNL-241-2,"Please design a hybrid car and boat toy, where the upper is like a car an the bottom area is like a boat. So like an upper that has a hood and enclosed cab and windows but the smoothness of a boat."
m2kxwokake7k9-HMNL-241-3,"Please design an ugly monstous car and boat hybrid toy, with the steering wheel shaped like on those old pirate wheels and make it have a sail and oars and stuff, but also make it have wheels somehow and rearview mirros"
m2kxyxc1etcsw-HMNH-242-1,"My idea is for an amphibious float toy that can be utilized in a pool as a flotation toy, but it has wheels as well and can be rolled around on a flat hard surface."
m2kxyxc1etcsw-HMNH-242-2,"The next idea for a toy would be a boat that can float, but at the same time it has a plastic propeller that can be manually wound up. When released it could be self-propelled through the water."
m2kxyxc1etcsw-HMNH-242-3,A remote-controlled sea serpent that floats on water like a snake but can be controlled via remote to swim through the water on the surface. It would have bright colors.
m2ky7okcqnegu-HMRH-244-1,"WALKING ENGINE MAN
THIS IS A MAN THAT LIKE TO WALK FOR HEALTH BENEFIT WITH PEOPLE AND HELPS PEOPLE TO STAY FIT WHILE TAKING THEM TO WALK."
m2ky7okcqnegu-HMRH-244-2,"SOLUTION MOVER
IT HAVE ABILITY TO PROVIDE SOLUTION TO PEOPLE AS FAST AS POSSIBLE NO MATTER HOW FAR YOU ARE FROM HIM."
m2ky7okcqnegu-HMRH-244-3,"JUMPING GURU
SHE IS A BEAUTIFUL PRINCESS THAT ALWAYS SAFE PEOPLE FROM HAZARD OR DANGEROUS SITUATIONS WITH FAST RESPONSE AND QUICK THINKING."
m2ky7v1pqdsj2-AINL-245-1,"Mega cruiser, this toy combines four cars that when put together, so slot together will create a big yacht style cruiser"
m2ky7v1pqdsj2-AINL-245-2,A remote controlled vehicle so on land its car but you can drive it into the water and as soon as its loses the wheels on the ground it will automcatically transform more into a boat with a motor that will propel the boat
m2ky7v1pqdsj2-AINL-245-3,A remote control hover vehical that can travel on land and on water without the child having to change it
m2ky96ngj6x8v-AIRL-247-1,"Code Racer;
this is a programmable toy car integrated with a simple on-board computer.
kids can use a tablet or detachable keyboard to write codes that direct the car's movements."
m2ky96ngj6x8v-AIRL-247-2,"Autobot Artist;
this is a car-shaped robot equipped with with an artistic computer interface. through an intuitive app or touch-screen setup on the car's hood, kids can draw pictures or design art patterns that their autobot will physically recreate on paper."
m2ky96ngj6x8v-AIRL-247-3,"Car Builder Simulator;
This is an engaging kit combining physical car parts and a digital design platform. Using a tablet or computer, kids can design their dream car by selecting chasis types, wheels, engines, and accessories."
m2kydd2wjowhj-HMNL-249-1,"The is a remote controlled car toy that can transform into a boat, so it's wheels can flip inside and turn the bottom of the toy into a boat hull that can float in water. By the press of a button the car's wheels flip inside, and tucked inside is a motor that can allow the boat to move and steer using the remote control."
m2kydd2wjowhj-HMNL-249-2,A construction type of toy that allows the child build either a car or a boat using the material available. It should be easy to transform from car to boat and allow the child have fun designing the unique elements of each.
m2kydd2wjowhj-HMNL-249-3,A toy boat which has the ability to store multiple cars on the back of the boat. A slide can be built on the back of the boat that the cars can use and the child can use the ejector button for the car to travel through the slide.
m2kydso3uprl5-HMNH-250-1,An electronic medical trolley toy that a kid can move about the house with it and can pretend to be a nurse. On top of the trolly is medical equipment such as a stethoscope and a temperature reader that is interactive and makes sounds and lights up. Have separate compartments for child stickers so that the child can give them out to the patients [parents-family].
m2kydso3uprl5-HMNH-250-2,"An electric walking dinosaur toy. A trex that has a lead on the back so the child can walk it .The trex  head can move about either slowly or rapidly depending on how fast the kid is walking with it. It has multiple sounds to choose from and has a feeding time option where  the trex can grow and get bigger.

There  is a compartment behind the trex where you can store the plastic meat that will be provided with the toy. 

It also can interactive with a laser that is provided so it can be  hands free as well so the child doesn't have  to walk it everywhere it can sit down with the  laser and play with it"
m2kydso3uprl5-HMNH-250-3,A boys workbench station with interactive mechanical toys that light up and make sounds . It has wheels so the child can walk around with  it and the tools stick to a magnetic compartment so nothing falls on the floor.
m2kyjapyervg5-AINH-254-1,"Explore Aqua glide would be the name of the toy. The toy would be made in two folds, where the mobility side can move when placed flat and the floating side would sail when placed on water."
m2kyjapyervg5-AINH-254-2,The name for the toy would be Float pace Wanderer. The idea is to produce an upward and downward side of a toy that will reveal the upward side as the mobility and the downward as the floating side.
m2kyjapyervg5-AINH-254-3,Wave Runner would be a perfect name for the toy. The idea is to create a toy that has both the ability to walk and either swim or float.
m2kyl12fsrn1b-HMNH-258-1,A small ball with 2 plastic rings around it that can turn with a motor inside the ball. The rings also have very fin paddles to help it move along the water and on land. The ball will float regardless and by using movement it will also create energy to help it stay afloat too. I call it the Ball Buoy.
m2kyl12fsrn1b-HMNH-258-2,A transformer like toy that can shape from a boat and has tiny plastic rudders and is remote controlled. It can also walk around freely and has the ability to talk. It also has LED's which can change colour via the remote.
m2kyl12fsrn1b-HMNH-258-3,"A scuba diver action figure that can go under water but also remain on the top of the water, it is controlled with tiny fans that are in his tank and is a lot of fun in the bathtub"
m2kym0x0966cb-AIRL-255-1,Cyber Racer is a futuristic toy car that combines the excitement of racing with the digital world of gaming. It features a built in computer screen and controller
m2kym0x0966cb-AIRL-255-2,sporkle is a versatile eating utensil that seamlessly combines the functionality of a spoon ad fork. Its unique design features a curved spoon
m2kym0x0966cb-AIRL-255-3,"A futuristic toy car that merges the trill of racing with the excitement of digital gaming. It features a built in computer screen and controller, allowing children screen"
m2kyoskr6dcwz-HMNL-257-1,"A huge climbing frame combining half a car and half a boat with a decked area like a boat & lookout post & sail foghorn and the car should have seats, a steering wheel and horn"
m2kyoskr6dcwz-HMNL-257-2,"A virtual reality game where you can selecr to be in either a car or a boat and choose different roads/tracks or rivers to be driving on or sailing in.  White water rapids or a waterfall where you go over the edge or
 a race track where you race with your friends"
m2kyoskr6dcwz-HMNL-257-3,A lifesize boat that children can actually go on and explore everywhere on the boat and dress up pretend to be characters on  a boat such as a captain or a sailor or a passenger
m2kytczgt7cb2-AINH-262-1,For mobility i will pick skating shoes which they move freely with and floatability i will pick a kite also
m2kytczgt7cb2-AINH-262-2,For mobility i will pick a bicycle and floatability i pick arm floaties as most kids enjoy to play or move around riding
m2kytczgt7cb2-AINH-262-3,For mobility i pick a childrens car and floatability i pick a balloon which floats over the water and also is fund playing with
m2kyti1pmlz7x-AINL-261-1,I need boat car that is electric powered and self driving with space that looks just like a car but very functional too like a boat
m2kyti1pmlz7x-AINL-261-2,It should be like a cartoon character that attracts the children and makes them interested in this double engined Car-boat
m2kyti1pmlz7x-AINL-261-3,The splashy sailor seal is a charming and functional cartoon character designed to enthrall young audiences. Splashy is delightful seal. Turbo turtle a colourful and dynamic cartoon character designed to captivate children's imagination.. Turbo is a cheerful Car-boat
m2kywv3fe7rvg-AIRH-264-1,"RoboQuest: A customizable robot toy that children can assemble, program and send on adventurous missions around the house. With a companion app, kids set challenges, guide their robots using visual coding, and attempt to have the robot navigate different courses around the house."
m2kywv3fe7rvg-AIRH-264-2,"SmartRun Racetrack: A modular racetrack where kids build tracks and code cars using an interactive tablet app. They program racetrack layouts, time trials and obstacle courses, enhancing logical skills by optimizing race car speed and layout for the best lap time. Different tracks can be created around the house."
m2kywv3fe7rvg-AIRH-264-3,"Code & Cruise Boat: A sleek watercraft toy that children can program to sail across pools or bathtubs. By entering simple codes on a waterproof touch panel, kids navigate challenges, solve mazes and learn sequencing through aquatic exploration. They program the watercraft to navigate through obstacles or mazes."
m2kz3sdqcsve7-HMRL-267-1,"Remote controlled car using the computer to give commands making use of AI technology , like using google maps to design its route during play. Kids can play racing with this kind of car"
m2kz3sdqcsve7-HMRL-267-2,Play build your own car like design the parts using the computer suggestions. Design one of a kind Fast and Furious type of cars. Take it apart and see the inner workings of the car visually
m2kz3sdqcsve7-HMRL-267-3,Transformers car is a good idea and can use AI to make it futuristic and also create space robots with unique functions
m2kz7crup2pz5-AINL-269-1,Aqua paint synthesiser engages children in an art-based science experiment allowing them to create vibrant aquatic and land patterns . On solid surfaces it rolls and leaves trails like a car and in the water it disperses harmless colourful pigments into beautiful trails.
m2kz7crup2pz5-AINL-269-2,Tidal Trek Hovercraft - A model merging drone and toy car tech enabling hover transitions. On land it's a sports coupe and in the water propulsion fans create lift-over- water surfaces
m2kz7crup2pz5-AINL-269-3,"Bubble arch rider- A transparent polycarbonate vehicle filled with water resistant mechanisms. On land it's an inflated arch rolling like a giant hoop, it water it serves aa a boyant, see through sumbarine"
m2kz7d6kaxx5j-HMRH-268-1,A remote controlled race car. This car can be controlled with a little remote attached to the car and can move to any direction that is inputed.
m2kz7d6kaxx5j-HMRH-268-2,An Electric Kite. This kite unlike the normal kites will come with an application that controls the distance it can travel and the patterns in which it can move.
m2kz7d6kaxx5j-HMRH-268-3,A Drone Transporter. This toy can be used by kids to move around freely without the danger of getting missing. It will be controlled with an app where its location can be monitored and destinations limited to a specific  geographical range
m2kz7erdi5bzo-AINH-270-1,"Super Splash Orb: A giant inflatable sphere fitted with transparent windows that allows kids to walk, float and even roll on water. Equipped with inner propulsion fins, controlled by body movements, kids can maneuver the orb in any direction. Inside, interactive holographic games display aquatic life, while an integrated sound system provides immersive underwater soundtracks."
m2kz7erdi5bzo-AINH-270-2,"Floating Fort Spray Ship: A modular, waterborne fort with extendable sections and interactive water cannons. Children can reconfigure the sections to create various floating structures. The fortified ship navigates water automatically and engages in mock sea battles with LED-lit water spray, offering a surreal gaming experience."
m2kz7erdi5bzo-AINH-270-3,"Hydro-Kite Backpack: A combination of a kite and a backpack, this innovation allows children to flat in the air above water. Utilising helium and lightweight polymers, the kite lifts, while a water propulsion system stabilises. Kids steer using body tilts; its color-changing fabric mimics the sky or water for an awe-striking visual."
m2kzbef34eg2x-AIRH-272-1, Movable Tech would be the name of the toy. The idea is to make a toy which can move about but has the ability to do simple calculations withs children.
m2kzbef34eg2x-AIRH-272-2, Smart Compu would be the name of the toy. This idea is to produce a smart toy with the ability to move and help kids with simple maths.
m2kzbef34eg2x-AIRH-272-3,Compu Sprinter would be the name of the toy. The basic idea is to design a toy that can do general addition and subtraction by kids and at the same time can walk.
m2kzcscun7ajc-HMNL-273-1,"make a car in the shape of a box with four tires, it has to be black in color only"
m2kzcscun7ajc-HMNL-273-2,"mare a boat in form of an oval shape, it has to be a toy with two colors only, white and black"
m2kzcscun7ajc-HMNL-273-3,make the car and the boat small enough for a kid of 4 years old to be able to play with it
m2kzcscun7ajc-HMNL-273-4,"if the car is as of the same size as the boat, it should have 4 doors that can be opened and closed as well"
m2kzf3sahpqi8-HMRL-275-1,"Code Cruiser- It is a progrmmable, ineractive toy automobile featuring LED lights a s sensors. children write coding sequences to solve problems, learn programming ideas and get past difficulties"
m2kzf3sahpqi8-HMRL-275-2,Cyber speed way is the second idea. This automobile toy incorporates a virtual reality racing game. children learn about the aerodynamics and car design as they create and customize their vehicle and participate in realistic racing situation
m2kzf3sahpqi8-HMRL-275-3,"The third idea is intelligent garage description. Its a modular electronic toy garage with interchangeable track parts, sensor and autonomous cars. children learn engineering ,logic and critical thinking by designing and programming racing circuits"
m2kzihhys21m1-AINL-277-1,"The AquaCruiser toy to help autistic children become comfortable with swimming and water activities. Sometimes autistic children are mesmerized with wheels, but afraid of water, so this toy would be a gateway to becoming comfortable with water sports."
m2kzihhys21m1-AINL-277-2,"The AquaRacer, combination boat and car toy with LED lights so children can race cars under water and at night."
m2kzihhys21m1-AINL-277-3,"The SeaRoad Cruiser, a ride-on toy that children can use both in the water and on land. It would be made of plastic and it would have both wheels and pontoons."
m2kzkuz9jx6xz-AIRL-279-1,"A smart car equipped with programmable sensors and a mini-computer, the car will connect wirelessly to an app that children can use to control it's movements. Like a remote controlled car but with an app, instead of a dedicated remote."
m2kzkuz9jx6xz-AIRL-279-2,"A car that can change it's colours (RGB LED lights) and some of it's parts based on what the child chooses on a computer or a mobile/tablet app. The car's parts can be changed physically and the overall stats of the car will be shown on the app, like it's top speed, tyre pressures, aerodynamic ability, etc. The lights can change based on different effects, like blinking, waves, disco light effect, etc."
m2kzkuz9jx6xz-AIRL-279-3,"A car that uses Augmented Reality to make a racing game more fun, like Pokemon-Go. The car will use it's camera to transform it's surrounding into a race track and project it onto the app. There will be coins or tokens placed around the virtual environment that the car can go through and pick up to get speed boosts, rewards, etc."
m2kzn2g6cugpm-AIRH-280-1,"A programmable mini robot car that children can customize and race, it uses a basic drag and drop coding interface on a connected app to teach computational thinking."
m2kzn2g6cugpm-AIRH-280-2,"A smart skateboard equipped with pressure sensors and small embedded screen. As kids ride, the screen displays challenges and math problems linked to their speed and movement."
m2kzn2g6cugpm-AIRH-280-3,"A light weight drone equipped with camera and AI based for mystery solving games, children program flight paths and use onboard clues to solve virtual mysteries"
m2kzo3gry4sg7-HMNL-281-1,"MUDRUNNER- a small remote vehicle that can travel on both land and water, small yet powerful electric engine allows it to gain high speeds on land, just by switching wheels to propellers it can transform into a boat. Due to it's light weight it also floats on surface."
m2kzo3gry4sg7-HMNL-281-2,"Hydrocar- a pedal car suited for 2 children, when driven into water floats, becoming a boat. It is a fun toy that helps childern stay active."
m2kzo3gry4sg7-HMNL-281-3,"Bocar- a small hot wheel like toy, that looks like car from the top, and like a boat from the underside, it lets children have fun creating various scenarios for funtime."
m2kzo3gry4sg7-HMNL-281-4,"surfboard- a surfboard created from hard foam, that hardens when dry, then you can attach wheels to act as a skateboard."
m2kzphtu92ar4-HMNH-282-1,"A wind up aquaman doll which walks on hard surfaces but when placed in water, is able to swim short distances. The doll does not need batteries, the wind up function allows the feet to move in a walk and paddle when in water."
m2kzphtu92ar4-HMNH-282-2,"A remote control duck, the duck can be controlled to waddle when on land and swim when placed in water. The duck can be used in the bath but is also durable enough to be used on outside water sources such as lakes and streams."
m2kzphtu92ar4-HMNH-282-3,"A mermaid with detachable tail, the mermaid floats when placed in water, when on land, the tail can be removed and the doll has legs making it able to stand and walk on land surfaces."
m2kzsg6e23cpq-AINL-285-1,"A creative idea for a toy car is the 'Mini safari explorer'. This battery-powered, jeep-style ride-on vehicle is designed for adventurous children children."
m2kzsg6e23cpq-AINL-285-2,"Introducing the 'Eco racer'. This innovatively designed toy car encourages environmental awareness among children, the eco racer is solar powered, featuring a compact photovoltaic panel on its roof that energizes a small, quite engine."
m2kzsg6e23cpq-AINL-285-3,"Introducing the 'High seas adventure ship', a captivating toy for children aged 5-11 designed to spark imagination and exploration. This miniaturized sailboat features a colorful, removable canopy sail and a durable, child-safe plastic hull that float effortlessly."
m2kzwfl5nf1d7-AINH-286-1,"A remote controlled amphibious toy vehicle that can drive on land then seamlessly transition to water, where it floats and is powered by a small propeller."
m2kzwfl5nf1d7-AINH-286-2,Floating discs similar to lily pads that float on the top of water and children can hop across them like stepping stones.
m2kzwfl5nf1d7-AINH-286-3,"Child safe/friendly jet ski. The device will allow children to experience the similar sensation to riding a jet ski, but at a slower smoother pace."
m2kzwlmzkouro-AIRL-287-1,"The computer has a chip which communicates with a chip within the car so that the vehicle can move forwards, reverse or go round."
m2kzwlmzkouro-AIRL-287-2,"you can create an educational toy by having different coloured tabs on the computer which will then also turn the car into the same colour.For example, if the child presses the red key on the computer, the car will turn or light up in a red colour. If the child presses the yellow tab on the computer then the car will turn or light up yellow and so on."
m2kzwlmzkouro-AIRL-287-3,"The computer can be used to create another educational toy by having different icons on the computer which will correspond to different parts and components of the car.
For example, if the child presses the icon with the wheels on the keyboard of the computer then the wheels will start spinning. If the child presses the steering wheel icon, then the steering wheel will rotate in the car and so on."
m2l004olcwr0q-HMRL-291-1,"A toy car with a built-in odometer, used to facilitate the learning of distances and units of measure in young children. The child would move the car, and the instrument would show how many centimeters, inches, feet, or meters it has travelled. The car could display the readout in either Imperial or Metric, or both. This toy would be fun, as well as educational."
m2l004olcwr0q-HMRL-291-2,"A toy car, big enough to sit in, that has a built-in digital camera on its dashboard. The child would be able to drive around using a battery-powered engine, and snap pictures for later viewing by clicking a button on the dashboard. The car would also facilitate the printing of those pictures in color, in any size or resolution, making use of a computer interface that can digitally upscale images."
m2l004olcwr0q-HMRL-291-3,"Another large toy car, that a child could drive (at low speeds), that would simulate the real wear-and-tear of an actual car. A computer on board would show the condition of the tires, the engine, brakes, etc. and would allow for fake diagnostics and repairs to be performed by the child."
m2l059hcnvc9q-AINH-294-1,"Aqua disc throwaway- a durable high density EVA foam disc that you can throw like a frisbee, roll on its edge like a hoop or float like the baddest pirate raft. The surface is textured for enhanced grip and boldly coloured for maximum engagement and visibility."
m2l059hcnvc9q-AINH-294-2,Skim cycle wave wheeler - the toy includes a lightweight adaptable frame that can be assembled as either a three wheel land trike or two paddle water raft to skim across the shallows.
m2l059hcnvc9q-AINH-294-3,The skater splashboard has a robust deck made from marine grade plastic designed for maximum stability and floatability. The wheels are weighted to make transitioning from land to water easy peasy and the board always stays sunny side up when it's afloat.
m2l0bnapypzx5-AIRH-296-1,"Kinetic Maze Builder: A modular playset for creating moving mazes with motorized elements. Using a simplified digital interface, children design and test various maze configurations for remote-controlled balls. The set helps kids understand cause-and-effect, spatial reasoning, and basic coding logic by modifying speed and direction to solve creative maze challenges. This type of toy not only promotes active play but also nurture essential skills in computation thinking, and critical problem solving, and creativity."
m2l0bnapypzx5-AIRH-296-2,"Robo-Rover Coding Kit: A programmable robt car that encourages kids to learn coding by controlling its movement. Equipped with an intuitive app featuring drag-and-drop coding blocks, kids can send the rover on missions, explore different terrains, and learn basic robotics principles. The Robo-Rover also features customizable attachments for unique challenges and encourages problem-solving."
m2l0bnapypzx5-AIRH-296-3,"Sensor-Enhanced Drones: Lighweight drones with built-in senosrs that allow children to program flight paths and perform tricks. The intuitive companion app provides interactive puzzles and challenges. As children progress, they learn navigation and computational logic skills, while witnessing immediate actions from their codes via drone maneuvers."
m2l0d8llovsre-HMNL-297-1,"a motorized combination of a car and boat. The top will be the car, but the bottom will be the boat and it can float on water. If on land, there will be 4 small flaps that can be opened and tires can be popped in so that it can move on land."
m2l0d8llovsre-HMNL-297-2,a boat that acts like a barge and can place a car on top and can be placed in water to act like a ferry.
m2l0d8llovsre-HMNL-297-3,A car toy with a hitch or trailer that can pull a boat behind it. The boat will work on the water and the car on land and be played with seperately or together.
m2l0fv7e9rgdt-AINL-301-1,the toy car transform into a boat upon submersion into water. Featuring wheels that retract and propellers that engage in its aquatic
m2l0fv7e9rgdt-AINL-301-2,"A two-part playset, with a toy car that docks into floating garage. the garage resembles a floating docks and offers storage and lauching capabilities."
m2l0fv7e9rgdt-AINL-301-3,"An adventurous racetrack set merging elements of land and water racing. The toy car zooms down ramps, hit a water section"
m2l0fym75g4hi-HMRH-300-1,"A computerised handheled pet that can be programmed to perform tasks like a real pet. For example, a dog or cat. Perfect for children that live in pet free living accomodations or somewhere it is impractical to have a real pet."
m2l0fym75g4hi-HMRH-300-2,Car track - A game where you can make your own racecourses and race cars. Can be handheld to ensure mobility. Can use controls to design to your own liking.
m2l0fym75g4hi-HMRH-300-3,Interactive roller skates. Able to change the design of the roller skates whenever they want. Can follow an app to teach how to do tricks or to try and follow a course.
m2l0h7ebkvaps-AINH-302-1,"A toy robot called AquaRover. A cheerful sea creature equipped with rotating wheels and retractable fins. The wheels allow for smooth rolling adventures on land, while in water, the fins extend, enabling swimming movements."
m2l0h7ebkvaps-AINH-302-2,"Float and Roll Safari Cart. A mini safari jeep where cartoon animal passengers pop up when rolling on land, while on water, the jeep's sides expand to floating pontoons."
m2l0h7ebkvaps-AINH-302-3,SplashStrider. A mix of hovercraft and fantastical creature. Creature-inspired shell with silicone tentacles. On ground it moves using a hover mechanism. When placed in water it's buoyant shell and tentacles fan out for balance.
m2l0hgc88s4dz-AIRH-304-1,"This idea is called the Number Nudge Scooter and it would feature a Math Charge mechanism. Before being able to ride, kids must solve a set of math problems that appear on a  panel located on the handlebars. Solving a set of the problems correctly would charge the battery up giving up to 15 minutes of riding time. This educational approach would incentivize the child to do well on the math problems and get them engaged with learning before being rewarded with the mobility aspect of the toy. In addition, there could be bonus charge time awarded if the child does exceptionally well, answering all of the questions correctly."
m2l0hgc88s4dz-AIRH-304-2,"This idea would be called the Computation Kite, which essentially is a folded up kite, folded up many times, and children use an app or handheld device to solve math problems which progressively unlock the kite allowing it to unfold, section by section based on getting the correct answers."
m2l0hgc88s4dz-AIRH-304-3,"This concept would be called the TechnoTile Adventure Mat featuring a large grid like mat, place on the floor, with LED lights and painted adventure scenery featuring pathways and obstacles. Kids would solve math problems to propel themselves one step further along the grid until they reach the final/ending tile, which in a twist can move around the mat and is highlight by LED lights. The kids have to make it to the final spot before it moves again."
m2l0higc4wyb0-AIRL-303-1,Design a red and black toy car that can be operated using a computer for it's movement and general response
m2l0higc4wyb0-AIRL-303-2,Design a beautiful car that can be controlled using a computed remote or a normal computer for the body movement
m2l0higc4wyb0-AIRL-303-3,"Build or upgrade a car entertainment system that integrates with a computer for music , videos and internet browsing and can be driven around"
m2l0hk8ch4e9t-HMNL-305-1,An all-terrain vehicle called the amphibian this is a remote control vehicle cappable of handling any rugged terrain. Its boyuant six wheels also act as floatation devices that can propel the vehicle over land or water. Its wide base prevents flipping over in the water.
m2l0hk8ch4e9t-HMNL-305-2,"A ridable powerwheels car that the kids can drive. Works like a regular powerwheels car, but can add an inflatible ring that attaches to the outside of the car. adding a propeller to the drive train can convert from a car to a boat."
m2l0hk8ch4e9t-HMNL-305-3,"A nautical themed car seat put your kids in the captians chair. The carseat is designed to put your kid at the helm of the car trip, complete with a pretend throttle, a navigation system and aft storage for the kids favorite activities. While you are navigating the road, let the captains car seat navigate your childs imagination."
m2l0iawkcg4l7-HMNH-306-1,Giant construction set. Blocks will be lightweight and made from recyclable plastic materials. Sections can be fitted together in a variety of way but will not require tools.
m2l0iawkcg4l7-HMNH-306-2,"Single occupant swimming pool boating equipment that is powered by the occupant. The materials used will be lightweight recyclable plastic, with no sharp edges."
m2l0iawkcg4l7-HMNH-306-3,Rockets type toys that can be powered by hydraulic or pneumatic means. The rocket will have a lanyard attachment or alternative range limiter.
m2l0jz4vnk1ib-HMRL-307-1,"An electronic toy car with a computer robot driving it.  It will be constructed of a child safe plastic, quiet chunky so it cannot be swallowed.  The car is automatically driven by a computer aided robot at the the wheel which can be controlled via a device like a phone"
m2l0jz4vnk1ib-HMRL-307-2,"A big car dashboard with a steering wheel, but it has a computer which a monitor embedded in the dashboard which displays pictures of a moving road as the child steers the car. It is capable of playing simple games."
m2l0jz4vnk1ib-HMRL-307-3,"A board game, which consists of a large mat with a remote controlled car and a remote controlled computer. Its a two player game where the child either plays as the car or the computer. The computer and the car are raced around the mat and the aim is to be the first to 'crash' the car into a wall (represented on the mat by a picture) or 'crash' the computer with a buggy program (represented by a picture on the mat)."
m2l0kp116l7vl-HMRH-308-1,"My first idea is a toy shaped like an icecream truck with enough space for a child to move around, similar to a mini house. In this icecream truck, there are compartments for the child to put various objects e.g. fake fruit and veg and a functional till so that the child can imagine having their own business."
m2l0kp116l7vl-HMRH-308-2,"My second idea is similar to tetris, there is a wooden square with tetris shapes included and a UI which randomises on select of a button to how the pieces should fit. The child has to place the tetris shapes in the selected order in order to 'win'."
m2l0kp116l7vl-HMRH-308-3,"My third idea is a computer animal, which comes with several different parts for customisation, for example, a child could make their animal have a circle bear head, a triangle tail and a star shaped body, or a star shaped head, as long as the pieces connect together, it can be made. The animal is similar to a furby, the child can teach it to talk and walk."
m2l0mvsbdj0wr-AINH-310-1,"water hoverboard, motorized stand on device (like a paddleboard) but with a motor on it so a slow speed can be achieved moving on the water, not fast enough to make unstable. can be sat on or stood on, wide enough to allow balance even with waves on water, made for fairly calm water like a lake, not ocean with tides and crested waves."
m2l0mvsbdj0wr-AINH-310-2,"blow up air mattress in custom seated shapes (ie on lap of gorilla, a racecar shape where kid sits in seat of car, etc) and a light motor to allow child to sit and drive/move the device over non-choppy waters like a pool or lake. Attention to not have the child confined by device so no trapping hazard if it flips"
m2l0mvsbdj0wr-AINH-310-3,"blow up device that goes around child's body and causes them to float like a bobbing apple nd keep head out of water at all times, can lay on the water or float upright and move themselves by pulling water with arms in swimming motion or kicking with legs, but with no threat of sinking, it is unsinkable material"
m2l0qnccxv4ma-AIRL-311-1,a smart dashboard assistance. this system integrate a high resolution display with an Advance AI capabilities. it helps in driving habit
m2l0qnccxv4ma-AIRL-311-2,personalized in car workspace. this idea transform the car interior into a reproductive work station while one parked or in a driving mode.
m2l0qnccxv4ma-AIRL-311-3,tech cruiser. this is a toy car for kids that integrate computer technology to create an interactive play experience for kids.
