uniqueIdeaIndex,idea
m2m639ymxx0te-AINH-462-2,Ocean racer is a ball that floats. The exterior is durable for both land and water motion. Inside there are sensors and propellors that move the ball forward. It is colourful and can be customized with stickers.
m2m639ymxx0te-AINH-462-3,"Fish Safari is a fish shaped toy that swims in water and rolls on land. It is segmented and moves like a fish. It has a motorized fin that propels it in water. Retractable wheels move it on land. It has a great educational aspect, helping children learn more about marine life."
m2m639ymxx0te-AINH-462-4,Coral Explorer is a boat shaped toy. it has retractable wheels for play on land and motorized propellors for water. This toy is great for imaginative play.
m2m66m1x47a6u-HMNH-466-1,Floating paddle boat for the pool.  Can be a cute toy like an animal of some sort with easy to use pedals that floats around the pool.
m2m66m1x47a6u-HMNH-466-2,"Floating RC Animals but in the shapes of some sort of fun animals, these can also shoot water like a squirt gun,"
m2m66m1x47a6u-HMNH-466-3,"Pool noodle skis, some sort of big flat pool noodles you can toss out into the pool and try to jump on them and stay balanced."
m2m7r5ee0rj0k-AINH-478-1,A boat that floats on the surface of water. It will have a built in bubble blower that creates bubble behind it. This can be activate with a push of a button which makes it easy to use.
m2m7r5ee0rj0k-AINH-478-2,"A toy set of various animals like ducks, turtles, fish, dolphin that can float and move around in water. The design will be light to enable the toys float and move around on water."
m2m7r5ee0rj0k-AINH-478-3,"A small colourful boat that floats. It would have a small motor that propels in forward when placed in water and this can be activated with a remote, allowing the boat to float and move around in a bathtub, pool or any water body."
m2q8s8rpnfddl-HMNH-482-1,Primarily a pool toy for learning swimmers. They come in a variety of sea animals. they are solar charged. At the push of a button the toy animal will begin to propel forward in the water encouraging the child to swim after it. If you have more than one they are also good fun to race against each other.
m2q8s8rpnfddl-HMNH-482-2,A pool toy. Much like a pedal but on a smaller scale. The child sits in a foam circle and can pedal to propel in the water. The sides are also thick and soft so can be used as bumper cars on the water with other users.
m2q8s8rpnfddl-HMNH-482-3,Bath or pool toy. A set of characters that come in pairs and are able to magnet together. They can be played with separately but in water will 'swim' towards each other to pair up.
m2q8x3c7ajcjt-AINH-486-1,"A toy for either a boy or girl. Toy to come in different colors, and/or themes. Toy could be personalized. Toy to have educational purpose. Toy  could change in size, go back to original size when done playing with. Toy could have interchangable parts."
m2q8x3c7ajcjt-AINH-486-2,Toy must have mobility to move around. Toy could have wheels to move around. Durable pieces. Toy to glide smoothly on most surfaces. Toy easy to operate for all ages. Toy can be decorated as desired.
m2q8x3c7ajcjt-AINH-486-3,Toy must have floatability on command or by guidance. Toy comes in different themes to suit desires. Quiet toy to not disturb others. Fun toy that floats in the air. Toy has LED lights that change color.
m2q8x3c7ajcjt-AINH-486-4,Toy comes with different colored LED lights. Toy easy to use and can be played with at night or day.
m2q90n5krvgm5-HMNH-490-1,Create a small tugboat that has 4 wheels under the hull. This allows the boat to move on top of water as well as on the land.
m2q90n5krvgm5-HMNH-490-2,"Design a lotus flower with a small kite attachment. The lotus floats, and can be pulled along the water by the kite in small breezes. With strong winds, the kite will lift the lotus out of the water and soar through the air."
m2q90n5krvgm5-HMNH-490-3,"Design a simple jigsaw puzzle that has 2 sides. On one side there is a picture of a spaceship floating above the earth, showing mobility. The other side is an iceberg, floating/moving on the ocean. In essence, both sides show the same concepts"
m2q90n5krvgm5-HMNH-490-4,"Design a mobile, and on each end of the mobile arms, have a different type of watercraft hanging in the air"
m2q90n5krvgm5-HMNH-490-5,"Design a float-plane with a spinning propeller. Allow a vinegar/bicarb solution to be placed in the hull section of the plane, with a hole at the back allow the solution to expel and move the plane in the bathtub."
m2q92hgqn5cdr-AINH-494-1,"A remote control truck that can drive on land and water called the Transformer AquaRC Truck. The truck can switch between a land rover and a watercraft. Design material includes hydrofoils, buoyant materials, and a waterproof shell."
m2q92hgqn5cdr-AINH-494-2,AquaBumper Cruisers are inflatable bumper boats that are made from durable puncture resistant materials with bright child friendly colours. It has rubber bumper rim and foot pedaling system. It also has a built in water squirt gun.
m2q92hgqn5cdr-AINH-494-3,Magnetic AquaAventure is a magnetic fishing game that can be played in a pool. it has a floating base that can be placed in a pool and has magnetize fish in it. The fish swim around and the goal is to catch the fish with a magnetic fishing rod.
m2q97qv6ur7gb-HMNH-498-1,"Watdragon
Watdragon is an innovative underwater light floating tube/buoy that a child climbs onto and rides like an actual dragon. This plastic made dragon has a light motor fitted inside together with a turbine that turns the water and propels the Watdragon forward. It is also fitted with an oxygen cask/tank for breathability underwater. Has different sizes."
m2q97qv6ur7gb-HMNH-498-2,"SlinGo
SlinGo is a hydraulic pump that a child wears and pulls to lift themselves up. It uses a sling to strech with the kids' legs, when they stretch their legs, they empty the vacuum, then release to push the water."
m2q97qv6ur7gb-HMNH-498-3,"Swimsling
Swimsling is connected to a swimming pool and the strapped to the child, these steel bars sling themselves back when a child goes below a set gradient. The Swimsling can also be used to pull the child and let them go in the water just like a slingshot."
m2q9oxhfrixi1-AINH-510-1,Sea Turtle with solar shell. The flippers move to propel the turtle on water. It does not require batteries and is made from a light weight sustainable material.
m2q9oxhfrixi1-AINH-510-2,"Chameleon water ball. It can be used on land or water. It changes colour to blend into the environment but the children can find it by calling it's name, once it has been programmed with a name it recognises."
m2q9oxhfrixi1-AINH-510-3,"A floating duck that can change into a boat or go on land as a car. In water it used duck feet to move. It can change into a boat by it's head going in the water and a propeller being in it's mouth. On land the head goes into the body, the feet are replaced by wheels. It is operated by rechargeable batteries."
m2q9ulsd7avsk-HMNH-514-1,"A toy sea plane. You would throw the sea plane into the water (e.g. sea). When it lands it would glide along the top edge, skimming and then continue to float."
m2q9ulsd7avsk-HMNH-514-2,A giant toy otter that you could ride on and could be controlled by a parent using a remote control. It would glide across the top of the water like a hovercraft.
m2q9ulsd7avsk-HMNH-514-3,A toy beaver made from foam. It would be able to move by a hidden propeller. It would come with special sticks that the child could use to create dams with.
m2qhkmjxmdhu4-AINH-518-1,electrical bike with water resistance tires and foldable paddles so you can go both on land and in the water
m2qhkmjxmdhu4-AINH-518-2,floating camping trailer and camping trailer with inflatable pontoons so you can go camping out in the middle of the lake
m2qhkmjxmdhu4-AINH-518-3,hydro trekking backpack is a waterproof compact backpack that transforms into a personal so floatation device so great for hiking when you reach the water
m2rlft7uy2ypo-HMNH-522-1,"A floatable horse race track for the bathtub. The racetrack can be round and can float but also comes with two suctions to stick to the side of the tub. It is about two by two feet. The set comes with 2 race horses, but has the option to purchase up to three others. The horses also float and can fill with water and squirt it out of their mouth when squeezed."
m2rlft7uy2ypo-HMNH-522-2,"A toy aquarium that can hold real water. Aquarium's can be sold in sets depending on size and price. Items will come with aquarium, rocks, a castle, seaweed, two fish, and a turtle. The fish have the ability to float and swim around-they even light up! Water not included. Other aquarium items sold separately."
m2rlft7uy2ypo-HMNH-522-3,"Design your own float website. Kids can choose their style and color combo for whatever float they want. Floaties can range from pool noodles, to motorized mobile floats with cup holders! Kids can even color their own design. Designs will be sent in and printed on pool item. Fun to use all summer!"
m2rnvtfvnwpjw-AINH-534-1,"Floating adventure backpack: A small colourful backpack designed for kid's beach or pool trips. Made of lightweight, waterproof material with built in floatation. It can have compartments for snacks, toys, and secure pocket for small items."
m2rnvtfvnwpjw-AINH-534-2,"Floating toy organizer and play station: This is a waterproof floating box with compartments for toys, perfect for beach play. It can hold water safe toys, and can have clear top for playing games. When closed it can be carried like lunchbox, making it easy for kids to bring along. Acting as mini play station"
m2rnvtfvnwpjw-AINH-534-3,Floating drawing board with magnetic pieces: A small drawing board with magnetic drawing tools that floats on water. Kids can use it in the pool or bath to create drawings that won't get washed away.
m2robpiykzt6c-HMNH-538-1,"Floating Boat, This idea is to use foil paper to make a floating boat by folding it into different sections till it forms a boat, with this idea the children may design the foil boat with IED light and turn it into a fun game by blowing the foil paper boat with a straw while it float on the water to a finish line."
m2robpiykzt6c-HMNH-538-2,"Fly my Plane; Using a paper, the paper will be folded into different sections till it's in plane shape form with a pointed edge to direct the paper while it floats when thrown into the air. And with this idea, it can be advanced depending on the age of the children, the children may decide to use different materials which is capable of floating and more durable."
m2robpiykzt6c-HMNH-538-3,"Kite Kit, Using different materials such as colourful, paper, Plastic bags, wooden dowels, strings, tape, scissors markers and foil paper. With the items mentioned above a paper bag can be placed flat on the floor, and cut into kite form and the wooden dowel can be used to support the paper bag into a kite to make it more durable, a string can be tied to it as long and possible to fly the kite to a long distance or far into the air. The children may further decorate the kite with their ideas or make it more attractive."
m2robpiykzt6c-HMNH-538-4,"Styro-raft is a project that can be done by the children using styrofoam to build a raft, materials such as wood/stick, tape, scissors, string, and any other materials based on the knowledge of the children. The children have to create a base using Styrofoam and secure the foam well, using sticks and other items to make it more durable, the children may decide to design the raft with a flag, drawing, or decoration to visualize their ideas, this raft can be used in pools or calm water."
